cue_probability,n_episodes,seed,selected_memory,certificate,certified,short_memory_certified,true_expected_loss,certificate_valid,uniform_selected_memory,uniform_certified,uniform_short_certified,q_interval_coverage,occupancy_interval_coverage
0.5,10000,4,4,0.007783698708699378,True,False,0.0,True,4,True,False,True,True
0.5,10000,5,4,0.007951214096146936,True,False,0.0,True,4,True,False,True,True
0.5,10000,6,4,0.008028675944000415,True,False,0.0,True,4,True,False,True,True
0.5,10000,7,4,0.007901589867156906,True,False,0.0,True,4,True,False,True,True
0.5,10000,8,4,0.00806161961749584,True,False,0.0,True,4,True,False,True,True
0.5,10000,9,4,0.007823301800205677,True,False,0.0,True,4,True,False,True,True
0.5,10000,10,4,0.007907759243058657,True,False,0.0,True,4,True,False,True,True
0.5,10000,11,4,0.007769867355586949,True,False,0.0,True,4,True,False,True,True
0.5,10000,12,4,0.008072043513503149,True,False,0.0,True,4,True,False,True,True
0.5,10000,13,4,0.00828030492319071,True,False,0.0,True,4,True,False,True,True
0.5,10000,14,4,0.008034115884114394,True,False,0.0,True,4,True,False,True,True
0.5,25000,0,4,0.005005754630116684,True,False,0.0,True,4,True,False,True,True
0.5,25000,1,4,0.00480986140866117,True,False,0.0,True,4,True,False,True,True
0.5,25000,2,4,0.004790241548873618,True,False,0.0,True,4,True,False,True,True
0.5,25000,3,4,0.004890265386643538,True,False,0.0,True,4,True,False,True,True
0.5,25000,4,4,0.004835177541597779,True,False,0.0,True,4,True,False,True,True
0.5,25000,5,4,0.004801701048408387,True,False,0.0,True,4,True,False,True,True
0.5,25000,6,4,0.0048483824738447985,True,False,0.0,True,4,True,False,True,True
0.5,25000,7,4,0.004813812883541538,True,False,0.0,True,4,True,False,True,True
0.5,25000,8,4,0.004914467576759514,True,False,0.0,True,4,True,False,True,True
0.5,25000,9,4,0.004869332068261338,True,False,0.0,True,4,True,False,True,True
0.5,25000,10,4,0.004871045633112784,True,False,0.0,True,4,True,False,True,True
0.5,25000,11,4,0.004750922554549809,True,False,0.0,True,4,True,False,True,True
0.5,25000,12,4,0.004771128861988627,True,False,0.0,True,4,True,False,True,True
0.5,25000,13,4,0.004745822235298542,True,False,0.0,True,4,True,False,True,True
0.5,25000,14,4,0.004869148321787129,True,False,0.0,True,4,True,False,True,True
0.5,50000,0,4,0.003349612706551939,True,False,0.0,True,4,True,False,True,True
0.5,50000,1,4,0.00338872832893053,True,False,0.0,True,4,True,False,True,True
0.5,50000,2,4,0.0033908179790792877,True,False,0.0,True,4,True,False,True,True
0.5,50000,3,4,0.0033580274328374273,True,False,0.0,True,4,True,False,True,True
0.5,50000,4,4,0.0033918411799805214,True,False,0.0,True,4,True,False,True,True
0.5,50000,5,4,0.0034003918845455917,True,False,0.0,True,4,True,False,True,True
0.5,50000,6,4,0.0033757819238790826,True,False,0.0,True,4,True,False,True,True
0.5,50000,7,4,0.0033816638372058845,True,False,0.0,True,4,True,False,True,True
0.5,50000,8,4,0.0033686979426220958,True,False,0.0,True,4,True,False,True,True
0.5,50000,9,4,0.0033816902692904364,True,False,0.0,True,4,True,False,True,True
0.5,50000,10,4,0.0033867305062449523,True,False,0.0,True,4,True,False,True,True
0.5,50000,11,4,0.0033968398405640247,True,False,0.0,True,4,True,False,True,True
0.5,50000,12,4,0.0033530001761303014,True,False,0.0,True,4,True,False,True,True
0.5,50000,13,4,0.003356663166500955,True,False,0.0,True,4,True,False,True,True
0.5,50000,14,4,0.0033436531392743623,True,False,0.0,True,4,True,False,True,True
