cue_probability,n_episodes,seed,selected_memory,certificate,certified,short_memory_certified,true_expected_loss,certificate_valid,uniform_selected_memory,uniform_certified,uniform_short_certified,q_interval_coverage,occupancy_interval_coverage
0.05,50000,13,1,0.0255427059972758,True,True,0.020000000000000018,True,4,True,False,True,True
0.05,50000,14,1,0.02715453468548475,True,True,0.020000000000000018,True,4,True,False,True,True
0.1,1000,0,4,0.051632091922562746,True,False,0.0,True,4,False,False,True,True
0.1,1000,1,4,0.05354967288827055,True,False,0.0,True,4,False,False,True,True
0.1,1000,2,4,0.0551683741574773,True,False,0.0,True,4,False,False,True,True
0.1,1000,3,1,0.0992208687564986,True,True,0.03999999999999998,True,4,False,False,True,True
0.1,1000,4,1,0.09051543299227115,True,True,0.03999999999999998,True,4,False,False,True,True
0.1,1000,5,4,0.0494392031113753,True,False,0.0,True,4,False,False,True,True
0.1,1000,6,4,0.05296644145378288,True,False,0.0,True,4,True,False,True,True
0.1,1000,7,1,0.09510691680414285,True,True,0.03999999999999998,True,4,False,False,True,True
0.1,1000,8,4,0.049542831359554285,True,False,0.0,True,4,True,False,True,True
0.1,1000,9,1,0.08295243502868624,True,True,0.03999999999999998,True,4,False,False,True,True
0.1,1000,10,4,0.05308195023913202,True,False,0.0,True,4,False,False,True,True
0.1,1000,11,1,0.09675117943544617,True,True,0.03999999999999998,True,4,False,False,True,True
0.1,1000,12,1,0.09837273241370607,True,True,0.03999999999999998,True,4,False,False,True,True
0.1,1000,13,4,0.05440742244354191,True,False,0.0,True,4,False,False,True,True
0.1,1000,14,4,0.053956782190061815,True,False,0.0,True,4,False,False,True,True
0.1,2500,0,1,0.08578365576383504,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,2500,1,1,0.07748719837405536,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,2500,2,1,0.07353707263289717,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,2500,3,1,0.081463186530398,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,2500,4,1,0.08390561307218504,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,2500,5,1,0.08173768950928777,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,2500,6,1,0.08333943641139878,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,2500,7,1,0.07648778320990926,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,2500,8,1,0.0836486234151187,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,2500,9,1,0.07194930801694965,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,2500,10,1,0.08051549401807014,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,2500,11,1,0.0717526944262907,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,2500,12,1,0.08933429385200313,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,2500,13,1,0.0792454467190324,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,2500,14,1,0.07367658236630498,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,0,1,0.0672802454341986,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,1,1,0.05977634208749258,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,2,1,0.06982625283815835,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,3,1,0.0759656766715315,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,4,1,0.07585593675104707,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,5,1,0.05840318730236603,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,6,1,0.0646601493344261,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,7,1,0.06794825365599762,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,8,1,0.06893943229969081,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,9,1,0.06773592182839916,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,10,1,0.06757652699307783,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,11,1,0.06641615757594602,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,12,1,0.06362383687331288,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,13,1,0.06220555205910792,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,5000,14,1,0.0680398223616794,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,0,1,0.05695357600850746,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,1,1,0.058140730560565575,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,2,1,0.06070282990422769,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,3,1,0.061639961408641,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,4,1,0.05772849300966417,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,5,1,0.06402330646493434,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,6,1,0.06175437574705005,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,7,1,0.06016162968135559,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,8,1,0.0571650350719609,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,9,1,0.061706194316007525,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,10,1,0.060358692106773575,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,11,1,0.05734491641780065,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,12,1,0.05434835897565542,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,13,1,0.0560103468738241,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,10000,14,1,0.05533228699499247,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,0,1,0.05203133026625676,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,1,1,0.0489487017067331,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,2,1,0.05406294748772921,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,3,1,0.05220488385036267,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,4,1,0.047600709378971866,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,5,1,0.05241194316798557,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,6,1,0.05322789343733767,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,7,1,0.054032015115777224,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,8,1,0.049158633442612766,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,9,1,0.04950326840406066,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,10,1,0.05178854753702693,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,11,1,0.052050807235278135,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,12,1,0.05314591083311468,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,13,1,0.04942612999653289,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,25000,14,1,0.051108402525057134,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,0,1,0.04571592056704693,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,1,1,0.047984411702219856,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,2,1,0.0482473194193061,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,3,1,0.04688936005567135,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,4,1,0.04773961967605188,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,5,1,0.048802428442689484,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,6,1,0.04772361791247335,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,7,1,0.04801906524801273,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,8,1,0.046591093610306486,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,9,1,0.04711071114004434,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,10,1,0.04651383276731606,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,11,1,0.04649969007166066,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,12,1,0.046545576073136516,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,13,1,0.045226996846770305,True,True,0.03999999999999998,True,4,True,False,True,True
0.1,50000,14,1,0.047975358791838306,True,True,0.03999999999999998,True,4,True,False,True,True
0.2,1000,0,4,0.03455326992284658,True,False,0.0,True,4,True,False,True,True
0.2,1000,1,4,0.0350135726728485,True,False,0.0,True,4,True,False,True,True
0.2,1000,2,4,0.03671228352317308,True,False,0.0,True,4,True,False,True,True
0.2,1000,3,4,0.03462553937577731,True,False,0.0,True,4,True,False,True,True
0.2,1000,4,4,0.034243202173943,True,False,0.0,True,4,True,False,True,True
0.2,1000,5,4,0.03448583542547171,True,False,0.0,True,4,True,False,True,True
0.2,1000,6,4,0.033067520689477985,True,False,0.0,True,4,True,False,True,True
0.2,1000,7,4,0.03282060904843886,True,False,0.0,True,4,True,False,True,True
0.2,1000,8,4,0.035845433175653106,True,False,0.0,True,4,True,False,True,True
0.2,1000,9,4,0.03827627079403537,True,False,0.0,True,4,True,False,True,True
0.2,1000,10,4,0.03988553383297582,True,False,0.0,True,4,True,False,True,True
0.2,1000,11,4,0.037339757509777985,True,False,0.0,True,4,True,False,True,True
0.2,1000,12,4,0.032357934592324215,True,False,0.0,True,4,True,False,True,True
0.2,1000,13,4,0.0332568106668968,True,False,0.0,True,4,True,False,True,True
0.2,1000,14,4,0.033652649171365574,True,False,0.0,True,4,True,False,True,True
0.2,2500,0,4,0.017533726585198032,True,False,0.0,True,4,True,False,True,True
0.2,2500,1,4,0.019636385654517773,True,False,0.0,True,4,True,False,True,True
0.2,2500,2,4,0.021527512179239802,True,False,0.0,True,4,True,False,True,True
0.2,2500,3,4,0.017782903069462685,True,False,0.0,True,4,True,False,True,True
0.2,2500,4,4,0.01763390015505041,True,False,0.0,True,4,True,False,True,True
0.2,2500,5,4,0.01699790878355294,True,False,0.0,True,4,True,False,True,True
0.2,2500,6,4,0.019574486317683933,True,False,0.0,True,4,True,False,True,True
0.2,2500,7,4,0.018357646072134786,True,False,0.0,True,4,True,False,True,True
0.2,2500,8,4,0.01847200155563647,True,False,0.0,True,4,True,False,True,True
0.2,2500,9,4,0.01693497433872678,True,False,0.0,True,4,True,False,True,True
0.2,2500,10,4,0.019180350489193778,True,False,0.0,True,4,True,False,True,True
0.2,2500,11,4,0.017767354394186405,True,False,0.0,True,4,True,False,True,True
0.2,2500,12,4,0.017169460314822298,True,False,0.0,True,4,True,False,True,True
0.2,2500,13,4,0.01896658564464694,True,False,0.0,True,4,True,False,True,True
0.2,2500,14,4,0.018169928356633294,True,False,0.0,True,4,True,False,True,True
0.2,5000,0,4,0.01387301200671471,True,False,0.0,True,4,True,False,True,True
0.2,5000,1,4,0.011994430570343639,True,False,0.0,True,4,True,False,True,True
0.2,5000,2,4,0.011815701797612878,True,False,0.0,True,4,True,False,True,True
0.2,5000,3,4,0.012070892929718777,True,False,0.0,True,4,True,False,True,True
0.2,5000,4,4,0.012080418175600297,True,False,0.0,True,4,True,False,True,True
0.2,5000,5,4,0.012562516327832915,True,False,0.0,True,4,True,False,True,True
0.2,5000,6,4,0.012367403659501633,True,False,0.0,True,4,True,False,True,True
0.2,5000,7,4,0.013199708241634356,True,False,0.0,True,4,True,False,True,True
0.2,5000,8,4,0.012523670574182952,True,False,0.0,True,4,True,False,True,True
0.2,5000,9,4,0.012534148707698622,True,False,0.0,True,4,True,False,True,True
0.2,5000,10,4,0.013193142640968587,True,False,0.0,True,4,True,False,True,True
0.2,5000,11,4,0.011668678344762073,True,False,0.0,True,4,True,False,True,True
0.2,5000,12,4,0.013015232055262458,True,False,0.0,True,4,True,False,True,True
0.2,5000,13,4,0.012563065447019373,True,False,0.0,True,4,True,False,True,True
0.2,5000,14,4,0.012619779206148143,True,False,0.0,True,4,True,False,True,True
0.2,10000,0,4,0.00847539740077765,True,False,0.0,True,4,True,False,True,True
0.2,10000,1,4,0.008266058344374647,True,False,0.0,True,4,True,False,True,True
0.2,10000,2,1,0.0954442600043437,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,10000,3,4,0.008557242874269183,True,False,0.0,True,4,True,False,True,True
0.2,10000,4,4,0.00827596558593586,True,False,0.0,True,4,True,False,True,True
0.2,10000,5,1,0.09745587170845184,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,10000,6,4,0.008098200412577031,True,False,0.0,True,4,True,False,True,True
0.2,10000,7,4,0.0089122335267795,True,False,0.0,True,4,True,False,True,True
0.2,10000,8,4,0.007990988948655006,True,False,0.0,True,4,True,False,True,True
0.2,10000,9,1,0.09942239789904155,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,10000,10,1,0.09990624719685426,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,10000,11,1,0.09864574473559815,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,10000,12,4,0.00838324644733808,True,False,0.0,True,4,True,False,True,True
0.2,10000,13,1,0.09444099518206815,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,10000,14,4,0.008451056680501818,True,False,0.0,True,4,True,False,True,True
0.2,25000,0,1,0.088741942435727,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,25000,1,1,0.09170532291659957,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,25000,2,1,0.0895381895362453,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,25000,3,1,0.09227117705072804,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,25000,4,1,0.09483779910973482,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,25000,5,1,0.09171569340634142,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,25000,6,1,0.0941885819453531,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,25000,7,1,0.09261504706473772,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,25000,8,1,0.09364491371766961,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,25000,9,1,0.09608402170046387,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,25000,10,1,0.09025057350577717,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,25000,11,1,0.09203416783444328,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,25000,12,1,0.09347257705525053,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,25000,13,1,0.09114819633958726,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,25000,14,1,0.09197958558238403,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,0,1,0.09354379436736833,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,1,1,0.08724882148909971,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,2,1,0.09178989696977649,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,3,1,0.08958752474699724,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,4,1,0.09051518686607399,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,5,1,0.08749493892038719,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,6,1,0.08770580076551791,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,7,1,0.08672833071767459,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,8,1,0.09121263339361592,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,9,1,0.08802095657201059,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,10,1,0.08688987617387048,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,11,1,0.08700624340840243,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,12,1,0.08867900200888673,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,13,1,0.09038172988471756,True,True,0.08000000000000002,True,4,True,False,True,True
0.2,50000,14,1,0.0891446657188149,True,True,0.08000000000000002,True,4,True,False,True,True
0.5,1000,0,4,0.03167497832296164,True,False,0.0,True,4,True,False,True,True
0.5,1000,1,4,0.029304544686765552,True,False,0.0,True,4,True,False,True,True
0.5,1000,2,4,0.029328046160539436,True,False,0.0,True,4,True,False,True,True
0.5,1000,3,4,0.026659724187536458,True,False,0.0,True,4,True,False,True,True
0.5,1000,4,4,0.03359817925491814,True,False,0.0,True,4,True,False,True,True
0.5,1000,5,4,0.030369532066939157,True,False,0.0,True,4,True,False,True,True
0.5,1000,6,4,0.03310790807594026,True,False,0.0,True,4,True,False,True,True
0.5,1000,7,4,0.029584854410631474,True,False,0.0,True,4,True,False,True,True
0.5,1000,8,4,0.02934932301907607,True,False,0.0,True,4,True,False,True,True
0.5,1000,9,4,0.03225020581140465,True,False,0.0,True,4,True,False,True,True
0.5,1000,10,4,0.030023839449781636,True,False,0.0,True,4,True,False,True,True
0.5,1000,11,4,0.030768153604277614,True,False,0.0,True,4,True,False,True,True
0.5,1000,12,4,0.03117110463850216,True,False,0.0,True,4,True,False,True,True
0.5,1000,13,4,0.028078798937696145,True,False,0.0,True,4,True,False,True,True
0.5,1000,14,4,0.0312902057127272,True,False,0.0,True,4,True,False,True,True
0.5,2500,0,4,0.017557966030497366,True,False,0.0,True,4,True,False,True,True
0.5,2500,1,4,0.017415490563344318,True,False,0.0,True,4,True,False,True,True
0.5,2500,2,4,0.017397340546113745,True,False,0.0,True,4,True,False,True,True
0.5,2500,3,4,0.01775360829307303,True,False,0.0,True,4,True,False,True,True
0.5,2500,4,4,0.017650128700261686,True,False,0.0,True,4,True,False,True,True
0.5,2500,5,4,0.01762173752019326,True,False,0.0,True,4,True,False,True,True
0.5,2500,6,4,0.017726820321473446,True,False,0.0,True,4,True,False,True,True
0.5,2500,7,4,0.01707956738412372,True,False,0.0,True,4,True,False,True,True
0.5,2500,8,4,0.016795952508471296,True,False,0.0,True,4,True,False,True,True
0.5,2500,9,4,0.01673204321999398,True,False,0.0,True,4,True,False,True,True
0.5,2500,10,4,0.017715032722968958,True,False,0.0,True,4,True,False,True,True
0.5,2500,11,4,0.0167957031553571,True,False,0.0,True,4,True,False,True,True
0.5,2500,12,4,0.017016062942732647,True,False,0.0,True,4,True,False,True,True
0.5,2500,13,4,0.017972420423515767,True,False,0.0,True,4,True,False,True,True
0.5,2500,14,4,0.01901868782323836,True,False,0.0,True,4,True,False,True,True
0.5,5000,0,4,0.012193110216759147,True,False,0.0,True,4,True,False,True,True
0.5,5000,1,4,0.011839772603866303,True,False,0.0,True,4,True,False,True,True
0.5,5000,2,4,0.011721843703237677,True,False,0.0,True,4,True,False,True,True
0.5,5000,3,4,0.01183129479825817,True,False,0.0,True,4,True,False,True,True
0.5,5000,4,4,0.011250768713772435,True,False,0.0,True,4,True,False,True,True
0.5,5000,5,4,0.011615369403102021,True,False,0.0,True,4,True,False,True,True
0.5,5000,6,4,0.011510916248976212,True,False,0.0,True,4,True,False,True,True
0.5,5000,7,4,0.011922915343425626,True,False,0.0,True,4,True,False,True,True
0.5,5000,8,4,0.011790534234154371,True,False,0.0,True,4,True,False,True,True
0.5,5000,9,4,0.011998277576391596,True,False,0.0,True,4,True,False,True,True
0.5,5000,10,4,0.01144623489308511,True,False,0.0,True,4,True,False,True,True
0.5,5000,11,4,0.012024588589128965,True,False,0.0,True,4,True,False,True,True
0.5,5000,12,4,0.011964200782471193,True,False,0.0,True,4,True,False,True,True
0.5,5000,13,4,0.011759205475039785,True,False,0.0,True,4,True,False,True,True
0.5,5000,14,4,0.011529464407350875,True,False,0.0,True,4,True,False,True,True
0.5,10000,0,4,0.0076451069749196455,True,False,0.0,True,4,True,False,True,True
0.5,10000,1,4,0.007858211715029406,True,False,0.0,True,4,True,False,True,True
0.5,10000,2,4,0.00800371039136732,True,False,0.0,True,4,True,False,True,True
0.5,10000,3,4,0.007938956280180922,True,False,0.0,True,4,True,False,True,True
