cue_probability,n_episodes,seed,delta,tolerance,reward_gap,selected_memory,certificate,certified,correct_memory_certified,false_short_certification,true_uniform_loss,certificate_valid,q_interval_coverage,rare_final_min_count
0.5,50,28,0.05,0.1,0.5,4,0.40879737424755824,False,False,False,0.0,True,True,9
0.5,50,29,0.05,0.1,0.5,4,0.5225485984014445,False,False,False,0.0,True,True,10
0.5,50,30,0.05,0.1,0.5,4,0.6463654020592728,False,False,False,0.0,True,True,14
0.5,50,31,0.05,0.1,0.5,4,0.5074538762039774,False,False,False,0.0,True,True,8
0.5,50,32,0.05,0.1,0.5,4,0.49211457632359057,False,False,False,0.0,True,True,13
0.5,50,33,0.05,0.1,0.5,4,0.6093991452273081,False,False,False,0.0,True,True,11
0.5,50,34,0.05,0.1,0.5,4,0.507050738155612,False,False,False,0.0,True,True,12
0.5,50,35,0.05,0.1,0.5,4,0.51981146668015,False,False,False,0.0,True,True,13
0.5,50,36,0.05,0.1,0.5,4,0.45704935892048104,False,False,False,0.0,True,True,11
0.5,50,37,0.05,0.1,0.5,4,0.5277551408113712,False,False,False,0.0,True,True,8
0.5,50,38,0.05,0.1,0.5,4,0.4215297986763433,False,False,False,0.0,True,True,11
0.5,50,39,0.05,0.1,0.5,4,0.48860631712146074,False,False,False,0.0,True,True,11
0.5,50,40,0.05,0.1,0.5,4,0.5277551408113712,False,False,False,0.0,True,True,12
0.5,50,41,0.05,0.1,0.5,4,0.47203854813167984,False,False,False,0.0,True,True,14
0.5,50,42,0.05,0.1,0.5,4,0.5512222669860765,False,False,False,0.0,True,True,11
0.5,50,43,0.05,0.1,0.5,4,0.6093991452273081,False,False,False,0.0,True,True,9
0.5,50,44,0.05,0.1,0.5,4,0.5781267909234067,False,False,False,0.0,True,True,10
0.5,50,45,0.05,0.1,0.5,4,0.507050738155612,False,False,False,0.0,True,True,13
0.5,50,46,0.05,0.1,0.5,4,0.5398285841075372,False,False,False,0.0,True,True,11
0.5,50,47,0.05,0.1,0.5,4,0.5512222669860765,False,False,False,0.0,True,True,14
0.5,50,48,0.05,0.1,0.5,4,0.507050738155612,False,False,False,0.0,True,True,13
0.5,50,49,0.05,0.1,0.5,4,0.49634434050544474,False,False,False,0.0,True,True,10
0.5,100,0,0.05,0.1,0.5,4,0.23409146039920714,False,False,False,0.0,True,True,22
0.5,100,1,0.05,0.1,0.5,4,0.3201698349093411,False,False,False,0.0,True,True,22
0.5,100,2,0.05,0.1,0.5,4,0.3692057039565127,False,False,False,0.0,True,True,22
0.5,100,3,0.05,0.1,0.5,4,0.19315630305717435,False,False,False,0.0,True,True,21
0.5,100,4,0.05,0.1,0.5,4,0.20872233300265264,False,False,False,0.0,True,True,21
0.5,100,5,0.05,0.1,0.5,4,0.3394877410733739,False,False,False,0.0,True,True,23
0.5,100,6,0.05,0.1,0.5,4,0.3518367605409142,False,False,False,0.0,True,True,22
0.5,100,7,0.05,0.1,0.5,4,0.27004584578772795,False,False,False,0.0,True,True,24
0.5,100,8,0.05,0.1,0.5,4,0.34628557513399144,False,False,False,0.0,True,True,25
0.5,100,9,0.05,0.1,0.5,4,0.2118941833237702,False,False,False,0.0,True,True,20
0.5,100,10,0.05,0.1,0.5,4,0.2965497551759,False,False,False,0.0,True,True,25
0.5,100,11,0.05,0.1,0.5,4,0.33922110919144494,False,False,False,0.0,True,True,23
0.5,100,12,0.05,0.1,0.5,4,0.3989453873493609,False,False,False,0.0,True,True,30
0.5,100,13,0.05,0.1,0.5,4,0.34844018461125387,False,False,False,0.0,True,True,21
0.5,100,14,0.05,0.1,0.5,4,0.33881872601016666,False,False,False,0.0,True,True,24
0.5,100,15,0.05,0.1,0.5,4,0.24923938957395675,False,False,False,0.0,True,True,23
0.5,100,16,0.05,0.1,0.5,4,0.3278417240976863,False,False,False,0.0,True,True,20
0.5,100,17,0.05,0.1,0.5,4,0.33420235606038307,False,False,False,0.0,True,True,22
0.5,100,18,0.05,0.1,0.5,4,0.16450339915417017,False,False,False,0.0,True,True,22
0.5,100,19,0.05,0.1,0.5,4,0.1971520593435001,False,False,False,0.0,True,True,24
0.5,100,20,0.05,0.1,0.5,4,0.25926422063974264,False,False,False,0.0,True,True,24
0.5,100,21,0.05,0.1,0.5,4,0.3872993703736733,False,False,False,0.0,True,True,21
0.5,100,22,0.05,0.1,0.5,4,0.2754124900632611,False,False,False,0.0,True,True,22
0.5,100,23,0.05,0.1,0.5,4,0.19315630305717435,False,False,False,0.0,True,True,27
0.5,100,24,0.05,0.1,0.5,4,0.2899261933006763,False,False,False,0.0,True,True,27
0.5,100,25,0.05,0.1,0.5,4,0.2937665637368996,False,False,False,0.0,True,True,26
0.5,100,26,0.05,0.1,0.5,4,0.36563948713638483,False,False,False,0.0,True,True,25
0.5,100,27,0.05,0.1,0.5,4,0.18165384211389307,False,False,False,0.0,True,True,23
0.5,100,28,0.05,0.1,0.5,4,0.3585390153554778,False,False,False,0.0,True,True,26
0.5,100,29,0.05,0.1,0.5,4,0.32841637025779774,False,False,False,0.0,True,True,19
0.5,100,30,0.05,0.1,0.5,4,0.10879388710724719,False,False,False,0.0,True,True,25
0.5,100,31,0.05,0.1,0.5,4,0.2841785024918626,False,False,False,0.0,True,True,23
0.5,100,32,0.05,0.1,0.5,4,0.3468450042182479,False,False,False,0.0,True,True,23
0.5,100,33,0.05,0.1,0.5,4,0.38120551708186307,False,False,False,0.0,True,True,25
0.5,100,34,0.05,0.1,0.5,4,0.16129847428615285,False,False,False,0.0,True,True,18
0.5,100,35,0.05,0.1,0.5,4,0.27097852000873934,False,False,False,0.0,True,True,22
0.5,100,36,0.05,0.1,0.5,4,0.37317923887378185,False,False,False,0.0,True,True,22
0.5,100,37,0.05,0.1,0.5,4,0.350015999414696,False,False,False,0.0,True,True,24
0.5,100,38,0.05,0.1,0.5,4,0.3319766131213401,False,False,False,0.0,True,True,20
0.5,100,39,0.05,0.1,0.5,4,0.22697262408075125,False,False,False,0.0,True,True,23
0.5,100,40,0.05,0.1,0.5,4,0.24857037717443442,False,False,False,0.0,True,True,28
0.5,100,41,0.05,0.1,0.5,4,0.3236828276211394,False,False,False,0.0,True,True,19
0.5,100,42,0.05,0.1,0.5,4,0.2379346374655818,False,False,False,0.0,True,True,23
0.5,100,43,0.05,0.1,0.5,4,0.31546764055197435,False,False,False,0.0,True,True,19
0.5,100,44,0.05,0.1,0.5,4,0.3091902592941241,False,False,False,0.0,True,True,19
0.5,100,45,0.05,0.1,0.5,4,0.23526984309404586,False,False,False,0.0,True,True,19
0.5,100,46,0.05,0.1,0.5,4,0.2221920396003469,False,False,False,0.0,True,True,27
0.5,100,47,0.05,0.1,0.5,4,0.33127897427276964,False,False,False,0.0,True,True,25
0.5,100,48,0.05,0.1,0.5,4,0.2982596689271251,False,False,False,0.0,True,True,23
0.5,100,49,0.05,0.1,0.5,4,0.3897730029268763,False,False,False,0.0,True,True,21
0.5,200,0,0.05,0.1,0.5,4,0.037198919460015134,True,True,False,0.0,True,True,41
0.5,200,1,0.05,0.1,0.5,4,0.10144040087087403,False,False,False,0.0,True,True,46
0.5,200,2,0.05,0.1,0.5,4,0.12689522284732957,False,False,False,0.0,True,True,50
0.5,200,3,0.05,0.1,0.5,4,0.11916646784716856,False,False,False,0.0,True,True,44
0.5,200,4,0.05,0.1,0.5,4,0.08890561355348292,True,True,False,0.0,True,True,46
0.5,200,5,0.05,0.1,0.5,4,0.09566692658039377,True,True,False,0.0,True,True,50
0.5,200,6,0.05,0.1,0.5,4,0.05159646444424654,True,True,False,0.0,True,True,43
0.5,200,7,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,50
0.5,200,8,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,46
0.5,200,9,0.05,0.1,0.5,4,0.014545006709356878,True,True,False,0.0,True,True,46
0.5,200,10,0.05,0.1,0.5,4,0.033974681179923,True,True,False,0.0,True,True,47
0.5,200,11,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,41
0.5,200,12,0.05,0.1,0.5,4,0.030724068394584636,True,True,False,0.0,True,True,45
0.5,200,13,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,41
0.5,200,14,0.05,0.1,0.5,4,0.1655468149956315,False,False,False,0.0,True,True,42
0.5,200,15,0.05,0.1,0.5,4,0.08115537056539052,True,True,False,0.0,True,True,44
0.5,200,16,0.05,0.1,0.5,4,0.06772706954623908,True,True,False,0.0,True,True,49
0.5,200,17,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,52
0.5,200,18,0.05,0.1,0.5,4,0.06162144848225004,True,True,False,0.0,True,True,46
0.5,200,19,0.05,0.1,0.5,4,0.04609412097948562,True,True,False,0.0,True,True,47
0.5,200,20,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,41
0.5,200,21,0.05,0.1,0.5,4,0.07709232164741825,True,True,False,0.0,True,True,50
0.5,200,22,0.05,0.1,0.5,4,0.021574783433673916,True,True,False,0.0,True,True,40
0.5,200,23,0.05,0.1,0.5,4,0.07207152990151511,True,True,False,0.0,True,True,49
0.5,200,24,0.05,0.1,0.5,4,0.05433725210595863,True,True,False,0.0,True,True,44
0.5,200,25,0.05,0.1,0.5,4,0.00430789245684593,True,True,False,0.0,True,True,42
0.5,200,26,0.05,0.1,0.5,4,0.10957340810442431,False,False,False,0.0,True,True,37
0.5,200,27,0.05,0.1,0.5,4,0.12365381360652172,False,False,False,0.0,True,True,45
0.5,200,28,0.05,0.1,0.5,4,0.003629701720344519,True,True,False,0.0,True,True,46
0.5,200,29,0.05,0.1,0.5,4,0.07749980118050181,True,True,False,0.0,True,True,47
0.5,200,30,0.05,0.1,0.5,4,0.06216961250125658,True,True,False,0.0,True,True,48
0.5,200,31,0.05,0.1,0.5,4,0.14119869160813156,False,False,False,0.0,True,True,42
0.5,200,32,0.05,0.1,0.5,4,0.15650923514276605,False,False,False,0.0,True,True,39
0.5,200,33,0.05,0.1,0.5,4,0.03804514728514452,True,True,False,0.0,True,True,50
0.5,200,34,0.05,0.1,0.5,4,0.09030704361333744,True,True,False,0.0,True,True,44
0.5,200,35,0.05,0.1,0.5,4,0.10179395618334042,False,False,False,0.0,True,True,46
0.5,200,36,0.05,0.1,0.5,4,0.11090414341551125,False,False,False,0.0,True,True,49
0.5,200,37,0.05,0.1,0.5,4,0.020161303122115948,True,True,False,0.0,True,True,47
0.5,200,38,0.05,0.1,0.5,4,0.11003489697124608,False,False,False,0.0,True,True,46
0.5,200,39,0.05,0.1,0.5,4,0.07981222574069632,True,True,False,0.0,True,True,44
0.5,200,40,0.05,0.1,0.5,4,0.16242373122939474,False,False,False,0.0,True,True,45
0.5,200,41,0.05,0.1,0.5,4,0.07875479575363017,True,True,False,0.0,True,True,34
0.5,200,42,0.05,0.1,0.5,4,0.1487979376443307,False,False,False,0.0,True,True,53
0.5,200,43,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,47
0.5,200,44,0.05,0.1,0.5,4,0.06409039789606141,True,True,False,0.0,True,True,48
0.5,200,45,0.05,0.1,0.5,4,0.10204852052846358,False,False,False,0.0,True,True,44
0.5,200,46,0.05,0.1,0.5,4,0.090534924734334,True,True,False,0.0,True,True,54
0.5,200,47,0.05,0.1,0.5,4,0.10073627281682485,False,False,False,0.0,True,True,43
0.5,200,48,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,46
0.5,200,49,0.05,0.1,0.5,4,0.13272442689614217,False,False,False,0.0,True,True,43
0.5,500,0,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,128
0.5,500,1,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,120
0.5,500,2,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,112
0.5,500,3,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,108
0.5,500,4,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,127
0.5,500,5,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,111
0.5,500,6,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,119
0.5,500,7,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,114
0.5,500,8,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,120
0.5,500,9,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,115
0.5,500,10,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,119
0.5,500,11,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,127
0.5,500,12,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,110
0.5,500,13,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,109
0.5,500,14,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,119
0.5,500,15,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,131
0.5,500,16,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,123
0.5,500,17,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,128
0.5,500,18,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,118
0.5,500,19,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,123
0.5,500,20,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,122
0.5,500,21,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,109
0.5,500,22,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,121
0.5,500,23,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,111
0.5,500,24,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,127
0.5,500,25,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,123
0.5,500,26,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,121
0.5,500,27,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,114
0.5,500,28,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,124
0.5,500,29,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,109
0.5,500,30,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,118
0.5,500,31,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,112
0.5,500,32,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,114
0.5,500,33,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,114
0.5,500,34,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,126
0.5,500,35,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,124
0.5,500,36,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,114
0.5,500,37,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,125
0.5,500,38,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,114
0.5,500,39,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,103
0.5,500,40,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,114
0.5,500,41,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,119
0.5,500,42,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,122
0.5,500,43,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,124
0.5,500,44,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,117
0.5,500,45,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,132
0.5,500,46,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,134
0.5,500,47,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,115
0.5,500,48,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,112
0.5,500,49,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,107
0.5,1000,0,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,238
0.5,1000,1,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,250
0.5,1000,2,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,238
0.5,1000,3,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,238
0.5,1000,4,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,243
0.5,1000,5,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,249
0.5,1000,6,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,253
0.5,1000,7,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,251
0.5,1000,8,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,248
0.5,1000,9,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,240
0.5,1000,10,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,213
0.5,1000,11,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,242
0.5,1000,12,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,242
0.5,1000,13,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,230
0.5,1000,14,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,231
0.5,1000,15,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,234
0.5,1000,16,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,244
0.5,1000,17,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,243
0.5,1000,18,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,246
0.5,1000,19,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,247
0.5,1000,20,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,245
0.5,1000,21,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,241
0.5,1000,22,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,240
0.5,1000,23,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,225
0.5,1000,24,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,245
0.5,1000,25,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,252
0.5,1000,26,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,222
0.5,1000,27,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,253
0.5,1000,28,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,221
0.5,1000,29,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,247
0.5,1000,30,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,220
0.5,1000,31,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,245
0.5,1000,32,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,235
0.5,1000,33,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,239
0.5,1000,34,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,250
0.5,1000,35,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,235
0.5,1000,36,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,228
0.5,1000,37,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,242
0.5,1000,38,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,226
0.5,1000,39,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,227
0.5,1000,40,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,248
0.5,1000,41,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,242
0.5,1000,42,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,238
0.5,1000,43,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,248
0.5,1000,44,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,251
0.5,1000,45,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,242
0.5,1000,46,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,255
0.5,1000,47,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,256
0.5,1000,48,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,257
0.5,1000,49,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,253
0.5,2000,0,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,501
0.5,2000,1,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,499
0.5,2000,2,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,495
0.5,2000,3,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,472
0.5,2000,4,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,479
0.5,2000,5,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,502
0.5,2000,6,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,492
0.5,2000,7,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,489
0.5,2000,8,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,483
0.5,2000,9,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,487
0.5,2000,10,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,489
0.5,2000,11,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,492
0.5,2000,12,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,472
0.5,2000,13,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,483
0.5,2000,14,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,489
0.5,2000,15,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,467
0.5,2000,16,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,484
0.5,2000,17,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,478
0.5,2000,18,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,481
0.5,2000,19,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,456
0.5,2000,20,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,479
0.5,2000,21,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,502
0.5,2000,22,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,475
0.5,2000,23,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,482
0.5,2000,24,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,503
0.5,2000,25,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,477
0.5,2000,26,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,479
0.5,2000,27,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,475
0.5,2000,28,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,490
0.5,2000,29,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,500
0.5,2000,30,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,485
0.5,2000,31,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,489
0.5,2000,32,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,488
0.5,2000,33,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,507
0.5,2000,34,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,497
0.5,2000,35,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,492
0.5,2000,36,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,474
0.5,2000,37,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,481
0.5,2000,38,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,476
0.5,2000,39,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,494
0.5,2000,40,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,470
0.5,2000,41,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,499
0.5,2000,42,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,497
0.5,2000,43,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,506
0.5,2000,44,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,494
0.5,2000,45,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,525
0.5,2000,46,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,494
0.5,2000,47,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,478
0.5,2000,48,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,492
0.5,2000,49,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,499
0.5,5000,0,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,1202
0.5,5000,1,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,1194
0.5,5000,2,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,1225
0.5,5000,3,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,1258
0.5,5000,4,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,1238
0.5,5000,5,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,1204
0.5,5000,6,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,1219
0.5,5000,7,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,1250
0.5,5000,8,0.05,0.1,0.5,4,0.0,True,True,False,0.0,True,True,1239
