horizon,instance,memory,uniform_ambiguity,uniform_loss,robust_ambiguity,robust_loss,robust_inflation,weighted_ambiguity,weighted_loss,weighted_certificate,robust_weighted_certificate,robust_weighted_loss,max_concentrability,relative_uniform_slack,weighted_to_uniform_ratio,theorem_violation,monotonicity_violation,sandwich_violation,robust_certificate_violation,inflation_violation,weighted_monotonicity_violation,weighted_certificate_violation,robust_weighted_certificate_violation
3,7,2,0.3324909652172174,0.33249096521721744,0.5354463222427588,0.3346657889777349,0.2029553570255414,0.014386086206785343,0.010858427587386643,0.057544344827141373,0.17006131766539878,0.010858427587386643,4.0,-1.669553673285294e-16,0.17307040144548733,False,False,False,False,False,False,False,False
3,7,3,0.0,0.0,0.24422788289177966,0.0,0.24422788289177966,0.0,0.0,0.0,0.06887731779751347,0.0,4.0,,,False,False,False,False,False,False,False,False
3,8,1,0.5866214885934653,0.39635358205236004,0.7346858094973816,0.3932655461164162,0.1480643209039163,0.1837221200430598,0.2643264028247234,0.502809726522955,0.7851640883166887,0.2643264028247234,4.0,0.4800458861905026,0.8571280396300096,False,False,False,False,False,False,False,False
3,8,2,0.21461182878610985,0.21461182878610985,0.40273683045537434,0.23639305139500455,0.1881250016692645,0.06520761211561596,0.09414762040920954,0.26083044846246384,0.48801074682226786,0.09414762040920954,4.0,0.0,1.215359143705062,False,False,False,False,False,False,False,False
3,8,3,0.0,0.0,0.22312658901327698,0.0,0.22312658901327698,0.0,0.0,0.0,0.11067183523896097,0.0,4.0,,,False,False,False,False,False,False,False,False
3,9,1,0.5048728148550581,0.35580098647472347,0.67809104293751,0.3829270006648283,0.1732182280824519,0.12552395225862012,0.015558678638823764,0.5011212723475813,0.7075437892196578,0.015558678638823764,4.0,0.41897530936419947,0.9925693315284686,False,False,False,False,False,False,False,False
3,9,2,0.2310565340144569,0.23105653401445692,0.41267693339808575,0.23497300628681417,0.18162039938362887,0.045905473501572265,0.01453637728894952,0.18362189400628906,0.3413236422944481,0.01453637728894952,4.0,-1.2012460817875976e-16,0.7947054810179057,False,False,False,False,False,False,False,False
3,9,3,0.0,0.0,0.22813038636710192,0.0,0.22813038636710192,0.0,0.0,0.0,0.06841242223993216,0.0,4.0,,,False,False,False,False,False,False,False,False
3,10,1,0.3996225258448183,0.3029517556148107,0.5011074515173515,0.30308710373641157,0.1014849256725332,0.15393461099830225,0.17551398534573215,0.4877183010649049,0.7387518395202913,0.17551398534573215,4.0,0.31909625357286275,1.2204474711075122,False,False,False,False,False,False,False,False
3,10,2,0.20720601705958214,0.20720601705958214,0.3339620012482598,0.21587009535906093,0.12675598418867767,0.03155599874489906,0.03842830015333387,0.12622399497959624,0.261588464361761,0.03842830015333387,4.0,0.0,0.609171474703365,False,False,False,False,False,False,False,False
3,10,3,0.0,0.0,0.16712090040802108,0.0,0.16712090040802108,0.0,0.0,0.0,0.06938671168394502,0.0,4.0,,,False,False,False,False,False,False,False,False
3,11,1,0.6087315134841003,0.4643266667159749,0.7269560480228363,0.46535851724028454,0.11822453453873605,0.16635489121630928,0.04681168015169712,0.6186049658098609,0.8506022552265472,0.04681168015169712,4.0,0.31099839212219255,1.0162197160933062,False,False,False,False,False,False,False,False
3,11,2,0.3277621478107358,0.32776214781073576,0.45731376639791704,0.3361230963027244,0.12955161858718123,0.014962105531968497,0.002803296007297451,0.05984842212787399,0.16357612709751967,0.002803296007297451,4.0,1.6936413067232034e-16,0.18259711357039643,False,False,False,False,False,False,False,False
3,11,3,0.0,0.0,0.17698716180837787,0.0,0.17698716180837787,0.0,0.0,0.0,0.07863196247175194,0.0,4.0,,,False,False,False,False,False,False,False,False
3,12,1,0.44818120567236985,0.3398193431501916,0.5552740759473241,0.36568344566544086,0.10709287027495429,0.04109698342589308,0.03751413980118734,0.1609529363154373,0.3461731267637803,0.03751413980118734,4.0,0.3188807956534866,0.3591246894745903,False,False,False,False,False,False,False,False
3,12,2,0.21468045496229005,0.21468045496229005,0.304135983505183,0.2173641118933204,0.08945552854289296,0.010557339886025453,0.009575044012464229,0.04222935954410181,0.1562520222801071,0.009575044012464229,4.0,0.0,0.19670798420619923,False,False,False,False,False,False,False,False
3,12,3,0.0,0.0,0.13306598437986933,0.0,0.13306598437986933,0.0,0.0,0.0,0.0864532407414884,0.0,4.0,,,False,False,False,False,False,False,False,False
3,13,1,0.5879140926471984,0.5193626359937171,0.6905775156527671,0.5322812811288495,0.10266342300556874,0.17870277749529262,0.3006083053465325,0.5490496409699333,0.7795688958985378,0.3006083053465325,4.0,0.1319915063245146,0.9338943356464371,False,False,False,False,False,False,False,False
3,13,2,0.2403032353784398,0.24030323537843978,0.3422823303391859,0.25812846666583733,0.10197909496074611,0.08118019417123415,0.05856921205409371,0.3247207766849366,0.5065033683887857,0.05856921205409371,4.0,1.1550229680394543e-16,1.3512958998390199,False,False,False,False,False,False,False,False
3,13,3,0.0,0.0,0.1332725949234541,0.0,0.1332725949234541,0.0,0.0,0.0,0.028118800792574526,0.0,4.0,,,False,False,False,False,False,False,False,False
3,14,1,0.293591033478248,0.2703725946907004,0.4582453511655087,0.279629115108163,0.1646543176872607,0.03339848077794728,0.021842406244418022,0.13072557168079182,0.2838058149850538,0.021842406244418022,4.0,0.08587571093922781,0.445264183078252,False,False,False,False,False,False,False,False
3,14,2,0.27037259469070046,0.2703725946907004,0.4240822763575907,0.279629115108163,0.15370968166689025,0.02521941008764723,0.0002285368961676415,0.10087764035058892,0.2400213425628262,0.0002285368961676415,4.0,2.053135277810283e-16,0.37310601122865444,False,False,False,False,False,False,False,False
3,14,3,0.0,0.0,0.1947611177035542,0.0,0.1947611177035542,0.0,0.0,0.0,0.08509888461316847,0.0,4.0,,,False,False,False,False,False,False,False,False
3,15,1,0.34228748403544296,0.30539668549859933,0.45868151083073555,0.2851330637963807,0.1163940267952926,0.1205711754840594,0.10427462362889495,0.36275942190405763,0.628554726215417,0.10427462362889495,4.0,0.12079632913047061,1.0598091920489119,False,False,False,False,False,False,False,False
3,15,2,0.20637365790225454,0.20637365790225454,0.2570149557806399,0.2121033302497033,0.05064129787838534,0.023676070816858408,0.01738373872649479,0.09470428326743363,0.2096817900995948,0.01738373872649479,4.0,0.0,0.4588971491327093,False,False,False,False,False,False,False,False
3,15,3,0.0,0.0,0.09836657907062019,0.0,0.09836657907062019,0.0,0.0,0.0,0.0700637034936879,0.0,4.0,,,False,False,False,False,False,False,False,False
3,16,1,0.5702995383089937,0.4118626543628241,0.671177016686064,0.41938349441911527,0.10087747837707028,0.10196917150497986,0.04410989890391104,0.3131418794863715,0.6061626220500568,0.04410989890391104,4.0,0.38468378297440164,0.5490831720026893,False,False,False,False,False,False,False,False
3,16,2,0.10022603147776221,0.10022603147776221,0.23235864563901137,0.14051004006564405,0.13213261416124916,0.032731864449289945,0.06745100242108681,0.13092745779715978,0.36507769292041314,0.034566689344506685,4.0,0.0,1.306321879323432,False,False,False,False,False,False,False,False
3,16,3,0.0,0.0,0.16393792952158326,0.0,0.16393792952158326,0.0,0.0,0.0,0.14465809588060585,0.0,4.0,,,False,False,False,False,False,False,False,False
3,17,1,0.7284002478997931,0.6279052498339319,0.8290872760869139,0.622714644513779,0.10068702818712083,0.1848117252862539,0.14084880553288937,0.5463226959489299,0.800190513923033,0.14084880553288937,4.0,0.16004802968670834,0.7500309033723561,False,False,False,False,False,False,False,False
3,17,2,0.23645123751621733,0.23645123751621733,0.29113382130267945,0.24667283492370817,0.054682583786462124,0.03255748388372741,0.07027877093548485,0.13022993553490964,0.28082794521330284,0.07027877093548485,4.0,0.0,0.5507686781549521,False,False,False,False,False,False,False,False
3,17,3,0.0,0.0,0.10210031587967033,0.0,0.10210031587967033,0.0,0.0,0.0,0.07612439943043123,0.0,4.0,,,False,False,False,False,False,False,False,False
3,18,1,0.5319119485913997,0.4368930676312569,0.6379266467090379,0.4554492420096852,0.1060146981176382,0.16995798515924443,0.11922759097639912,0.4952648685179882,0.6853410117190395,0.11922759097639912,4.0,0.21748772869140573,0.9311031080041355,False,False,False,False,False,False,False,False
3,18,2,0.2180394666938357,0.21803946669383567,0.27449083639269894,0.2409273954161214,0.056451369698863246,0.02284697061943124,0.006314619161581714,0.09138788247772496,0.15500360887403358,0.006314619161581714,4.0,1.272961085279228e-16,0.419134590005437,False,False,False,False,False,False,False,False
3,18,3,0.0,0.0,0.0837913428697536,0.0,0.0837913428697536,0.0,0.0,0.0,0.0201347701722185,0.0,4.0,,,False,False,False,False,False,False,False,False
3,19,1,0.5878804336622658,0.3478164786111362,0.7030399690419051,0.385671475881906,0.1151595353796393,0.16273959893605094,0.066721747580188,0.5355223043649759,0.7624383570951074,0.066721747580188,4.0,0.6902029369330848,0.9109374520748732,False,False,False,False,False,False,False,False
3,19,2,0.2699678809874443,0.2699678809874443,0.32357425478160673,0.28599091484215844,0.05360637379416244,0.07422689832306187,0.044280947123858994,0.2969075932922475,0.464431245281797,0.044280947123858994,4.0,0.0,1.099788583020571,False,False,False,False,False,False,False,False
3,19,3,0.0,0.0,0.0962273391745182,0.0,0.0962273391745182,0.0,0.0,0.0,0.06746650171705303,0.0,4.0,,,False,False,False,False,False,False,False,False
3,20,1,0.41567128659013375,0.3404478408502707,0.5293588525077237,0.3794666590179545,0.11368756591759,0.15523716829216713,0.23242113973683187,0.5280741969616117,0.7784113031428382,0.23242113973683187,4.0,0.2209543921676578,1.270412977748716,False,False,False,False,False,False,False,False
3,20,2,0.20909119493353343,0.20909119493353345,0.3558807770878992,0.21215467099139362,0.1467895821543658,0.02798506409412522,0.052073306285358,0.11194025637650087,0.22518948640016395,0.052073306285358,4.0,-1.3274387582151386e-16,0.535365711655552,False,False,False,False,False,False,False,False
3,20,3,0.0,0.0,0.19260541899327355,0.0,0.19260541899327355,0.0,0.0,0.0,0.05322143233007853,0.0,4.0,,,False,False,False,False,False,False,False,False
3,21,1,0.37509248508144677,0.28950123010032347,0.4977346233511012,0.3023242838444372,0.12264213826965442,0.06726717679853506,0.04485107926731735,0.23975304638329462,0.49578211597675004,0.04485107926731735,4.0,0.29565074715386386,0.6391838171090929,False,False,False,False,False,False,False,False
3,21,2,0.24072534687644576,0.24072534687644576,0.3834417587550946,0.24206707660735793,0.14271641187864886,0.036673098488625405,0.04678756918539051,0.14669239395450162,0.3295574778414544,0.04678756918539051,4.0,0.0,0.6093766022478417,False,False,False,False,False,False,False,False
3,21,3,0.0,0.0,0.18501267992949566,0.0,0.18501267992949566,0.0,0.0,0.0,0.11838397829076831,0.0,4.0,,,False,False,False,False,False,False,False,False
3,22,1,0.5276257756541181,0.4556304610412506,0.6280862447810034,0.4587584536328003,0.10046046912688533,0.18018421094799822,0.15699942637686326,0.5718630515022043,0.8595116445601335,0.15699942637686326,4.0,0.15801251401922697,1.0838421432183512,False,False,False,False,False,False,False,False
3,22,2,0.23325682668823297,0.233256826688233,0.30752731492021657,0.24295828420407534,0.0742704882319836,0.04094300822249137,0.06338207270502894,0.16377203288996547,0.2491497412898259,0.06338207270502894,4.0,-1.18991482520366e-16,0.7021103528466515,False,False,False,False,False,False,False,False
3,22,3,0.0,0.0,0.12079993842445685,0.0,0.12079993842445685,0.0,0.0,0.0,0.019549084933397715,0.0,4.0,,,False,False,False,False,False,False,False,False
3,23,1,0.522891398530601,0.40788473727998675,0.7095073270012122,0.40470495150245545,0.18661592847061126,0.08734984724199782,0.10464019471790387,0.26309619757650704,0.4859624547055593,0.10464019471790387,4.0,0.28195872691276874,0.5031564839579398,False,False,False,False,False,False,False,False
3,23,2,0.2768711142991099,0.2768711142991098,0.46912818927601013,0.28188112437662305,0.19225707497690026,0.03389983805860718,0.035212860097052934,0.13559935223442873,0.32332702226403354,0.035212860097052934,4.0,2.0049455636346354e-16,0.48975622674721425,False,False,False,False,False,False,False,False
3,23,3,0.0,0.0,0.23407543325327507,0.0,0.23407543325327507,0.0,0.0,0.0,0.12088755673595661,0.0,4.0,,,False,False,False,False,False,False,False,False
3,24,1,0.5501773760264609,0.4698080551686652,0.6559790829842935,0.47666132741433653,0.10580170695783264,0.19408575677175607,0.20551127714992012,0.6294365030150537,0.9111276867443747,0.20551127714992012,4.0,0.17106841820526555,1.1440610436601828,False,False,False,False,False,False,False,False
3,24,2,0.25544024834932766,0.25544024834932777,0.34368752189597074,0.26560570663002536,0.08824727354664308,0.08087496421585441,0.050766241276402946,0.32349985686341765,0.49345581384602094,0.050766241276402946,4.0,-4.3463120310894353e-16,1.2664404257116717,False,False,False,False,False,False,False,False
3,24,3,0.0,0.0,0.13617013872434047,0.0,0.13617013872434047,0.0,0.0,0.0,0.05357832873258635,0.0,4.0,,,False,False,False,False,False,False,False,False
3,25,1,0.4702892689475478,0.37280108601534456,0.5856343119753704,0.39414701432750787,0.11534504302782261,0.18667482895674598,0.09780957739543394,0.6338053406801349,0.8897891544138005,0.09780957739543394,4.0,0.2615018748314231,1.3476925427163517,False,False,False,False,False,False,False,False
3,25,2,0.27450118149247393,0.27450118149247393,0.42406474936045796,0.27461081252348896,0.14956356786798403,0.05130312687109587,0.04270100903731455,0.20521250748438347,0.31122872623802944,0.02691955420891201,4.0,0.0,0.7475833304929138,False,False,False,False,False,False,False,False
3,25,3,0.0,0.0,0.19169885580999502,0.0,0.19169885580999502,0.0,0.0,0.0,0.031944166757879394,0.0,4.0,,,False,False,False,False,False,False,False,False
3,26,1,0.6104275069676333,0.46608738798349425,0.7394216352109996,0.47443855713341443,0.1289941282433663,0.3017602764240368,0.2783311708977112,0.8871547277518881,1.2227660138787353,0.2783311708977112,4.0,0.30968467009721057,1.453333471420592,False,False,False,False,False,False,False,False
3,26,2,0.36692268405946626,0.36692268405946626,0.49155713102059206,0.3734967583240565,0.1246344469611258,0.039462917485727944,0.003010410949648712,0.15785166994291178,0.2844848446491656,0.003010410949648712,4.0,0.0,0.4302041732511941,False,False,False,False,False,False,False,False
3,26,3,0.0,0.0,0.156188386023505,0.0,0.156188386023505,0.0,0.0,0.0,0.07106470938910808,0.0,4.0,,,False,False,False,False,False,False,False,False
3,27,1,0.5086245446608822,0.4563455330411168,0.6122925652042382,0.4651058048213752,0.103668020543356,0.13310064832324867,0.08322579759856419,0.4587836267158362,0.729304130713527,0.12077837899889787,4.0,0.11456014759556132,0.9020084294628826,False,False,False,False,False,False,False,False
3,27,2,0.22377183560638342,0.22377183560638342,0.2890282769588999,0.22381816641545849,0.06525644135251646,0.019243609299683193,0.059305293666972014,0.07697443719873277,0.20554708541030164,0.059305293666972014,4.0,0.0,0.3439862616765207,False,False,False,False,False,False,False,False
3,27,3,0.0,0.0,0.09110007116007157,0.0,0.09110007116007157,0.0,0.0,0.0,0.09777699222461012,0.0,4.0,,,False,False,False,False,False,False,False,False
3,28,1,0.6522199358556819,0.5241973363577817,0.7528479515821589,0.5219664048980506,0.10062801572647695,0.09347967803685187,0.030456772323497194,0.3207882572256264,0.5463371790518726,0.030456772323497194,4.0,0.24422596342710282,0.49184061938365514,False,False,False,False,False,False,False,False
3,28,2,0.3084356678755924,0.3084356678755924,0.36143015642965326,0.30932880095699744,0.05299448855406086,0.04495884484708236,0.03824039138923152,0.17983537938832944,0.3159441965202171,0.03824039138923152,4.0,0.0,0.5830563651311108,False,False,False,False,False,False,False,False
3,28,3,0.0,0.0,0.08954640472701048,0.0,0.08954640472701048,0.0,0.0,0.0,0.07460110800515066,0.0,4.0,,,False,False,False,False,False,False,False,False
3,29,1,0.49782507581662583,0.3619215345088582,0.5984609061713233,0.36783957620475927,0.10063583035469748,0.11275230626120018,0.1957362633293389,0.42974636457520343,0.6817819037534423,0.1957362633293389,4.0,0.37550554015028165,0.8632477258608419,False,False,False,False,False,False,False,False
3,29,2,0.3604427546712198,0.3604427546712198,0.5088624060274223,0.36655523089678754,0.1484196513562025,0.014769899108216276,0.04346294170332454,0.0590795964328651,0.18115017965821317,0.008198993112818131,4.0,0.0,0.16390840339336255,False,False,False,False,False,False,False,False
3,29,3,0.0,0.0,0.1813687608268144,0.0,0.1813687608268144,0.0,0.0,0.0,0.10430946143275364,0.0,4.0,,,False,False,False,False,False,False,False,False
3,30,1,0.5145984660812947,0.4352737046175523,0.6200630839458112,0.452935441861929,0.10546461786451655,0.0886482924073422,0.1672823717282501,0.2918510203980456,0.5978364417623762,0.1672823717282501,4.0,0.18224110627918594,0.5671431992802324,False,False,False,False,False,False,False,False
3,30,2,0.3288043202549623,0.3288043202549623,0.4153108992650033,0.3313060916176639,0.086506579010041,0.05065308763463475,0.08794385280514638,0.202612350538539,0.4290878535419566,0.08794385280514638,4.0,0.0,0.6162095144657126,False,False,False,False,False,False,False,False
3,30,3,0.0,0.0,0.13445990425091686,0.0,0.13445990425091686,0.0,0.0,0.0,0.09668829735034642,0.0,4.0,,,False,False,False,False,False,False,False,False
3,31,1,0.564171523636797,0.44805569952801094,0.6700249781612477,0.4615977528083517,0.10585345452445072,0.15599790126177493,0.028557408465153866,0.44062382537548955,0.6510089440562197,0.028557408465153866,4.0,0.259154886839079,0.7810103965104678,False,False,False,False,False,False,False,False
3,31,2,0.23876804317243538,0.23876804317243538,0.3851341118901882,0.24351979086433684,0.14636606871775282,0.036622463496912616,0.021126588007808866,0.14648985398765046,0.25778758443917577,0.021126588007808866,4.0,0.0,0.6135237029264309,False,False,False,False,False,False,False,False
3,31,3,0.0,0.0,0.1826620996471373,0.0,0.1826620996471373,0.0,0.0,0.0,0.04762159855433254,0.0,4.0,,,False,False,False,False,False,False,False,False
3,32,1,0.564031230029042,0.47052595834744015,0.6642617624893632,0.474998655963459,0.10023053246032121,0.21198517816537532,0.34230282284591507,0.6084618082416151,0.8897397742165171,0.34230282284591507,4.0,0.1987250012943107,1.0787732590805041,False,False,False,False,False,False,False,False
3,32,2,0.2257524803338893,0.22575248033388928,0.34633329340807767,0.2270588297554692,0.12058081307418836,0.04605788171502345,0.09824696787763854,0.1842315268600938,0.32278403458955107,0.09824696787763854,4.0,1.2294693539835421e-16,0.816077531407913,False,False,False,False,False,False,False,False
3,32,3,0.0,0.0,0.14531265545043665,0.0,0.14531265545043665,0.0,0.0,0.0,0.05182950894332527,0.0,4.0,,,False,False,False,False,False,False,False,False
3,33,1,0.6061207056269173,0.49645672509397576,0.7134018988863473,0.5110836311583316,0.10728119325942997,0.1304657430491245,0.08471321158377743,0.40195004435938014,0.6350786455665117,0.08471321158377743,4.0,0.22089333267100564,0.6631518122180611,False,False,False,False,False,False,False,False
3,33,2,0.3359429113063249,0.335942911306325,0.43952481345381905,0.33977983382377314,0.10358190214749413,0.07050927913056557,0.08471321158377743,0.28203711652226227,0.45590646453852196,0.08471321158377743,4.0,-1.6523983499279953e-16,0.8395388235029332,False,False,False,False,False,False,False,False
3,33,3,0.0,0.0,0.1506257805207613,0.0,0.1506257805207613,0.0,0.0,0.0,0.05231474671858055,0.0,4.0,,,False,False,False,False,False,False,False,False
3,34,1,0.6423089195385281,0.4382779109106687,0.7454682994417923,0.45887470530137664,0.10315937990326418,0.2485963550847457,0.26962318946463215,0.6352027732978152,0.8449895172854816,0.26962318946463215,4.0,0.4655288426558319,0.988936559925373,False,False,False,False,False,False,False,False
3,34,2,0.3291494700066592,0.3291494700066592,0.37978696318026456,0.3350523985525644,0.050637493173605386,0.062158537089322154,0.0005842581527764068,0.24863414835728861,0.39970648004888293,0.0005842581527764068,4.0,0.0,0.7553837116986953,False,False,False,False,False,False,False,False
3,34,3,0.0,0.0,0.09785961454554054,0.0,0.09785961454554054,0.0,0.0,0.0,0.02468898716737261,0.0,4.0,,,False,False,False,False,False,False,False,False
3,35,1,0.4913939702760454,0.3922118979670053,0.596456835970987,0.4151835933280308,0.10506286569494155,0.1840251045357365,0.1359161105216149,0.6247813657453062,0.8686891712452045,0.1359161105216149,4.0,0.2528787954244667,1.271446952013532,False,False,False,False,False,False,False,False
3,35,2,0.2654212764322551,0.2654212764322551,0.3154592247082108,0.2667228969495381,0.0500379482759557,0.0699423294505037,0.051221180508728814,0.2797693178020148,0.42355525064719546,0.051221180508728814,4.0,0.0,1.0540576157368524,False,False,False,False,False,False,False,False
3,35,3,0.0,0.0,0.09891118635868656,0.0,0.09891118635868656,0.0,0.0,0.0,0.052458541081234614,0.0,4.0,,,False,False,False,False,False,False,False,False
3,36,1,0.6126368570350533,0.4628448820283896,0.804208788694161,0.45508003752856585,0.19157193165910769,0.18855396772867367,0.21665974735138605,0.5796721272017218,0.9394544042807957,0.21665974735138605,4.0,0.32363321022414576,0.94619205577531,False,False,False,False,False,False,False,False
3,36,2,0.14211786836232598,0.14211786836232598,0.3482085584027225,0.1719142641402479,0.20609069004039654,0.021905430771985375,0.000160617459524115,0.0876217230879415,0.2619851923508679,0.0,4.0,0.0,0.6165426212596441,False,False,False,False,False,False,False,False
3,36,3,0.0,0.0,0.24621255429497357,0.0,0.24621255429497357,0.0,0.0,0.0,0.12671987698692855,0.0,4.0,,,False,False,False,False,False,False,False,False
3,37,1,0.6469453406522184,0.5406275028793643,0.7479406202440011,0.5496658768652023,0.10099527959178267,0.2956568121601594,0.12892438093663294,0.8017534805275272,1.053176440798659,0.12892438093663294,4.0,0.1966563617400313,1.2392909109125645,False,False,False,False,False,False,False,False
3,37,2,0.21767701055273933,0.21767701055273936,0.27020133050448936,0.23039103606211864,0.052524319951750026,0.06148297040053469,0.11780836554670171,0.24593188160213875,0.4125905418617556,0.06216408602889789,4.0,-1.2750807053602118e-16,1.1298018149810716,False,False,False,False,False,False,False,False
3,37,3,0.0,0.0,0.09921037961577128,0.0,0.09921037961577128,0.0,0.0,0.0,0.05183622255284768,0.0,4.0,,,False,False,False,False,False,False,False,False
3,38,1,0.6276858164557244,0.49856866045920234,0.7286047553736491,0.5166688023576409,0.1009189389179247,0.1903234631544673,0.2885001346845819,0.4455162183565939,0.6786939213768586,0.2885001346845819,4.0,0.25897567624407003,0.7097758252245288,False,False,False,False,False,False,False,False
3,38,2,0.196428187031989,0.19642818703198905,0.3169499879055843,0.20605291590422803,0.12052180087359532,0.015473897294357195,0.010701243939342575,0.06189558917742878,0.1814926411320092,0.010701243939342575,4.0,-2.8260277748334373e-16,0.31510543426921145,False,False,False,False,False,False,False,False
